"n_aliens","long","lat"
1000,-71.9071117322892,-85.8270101265842
1000,20.4613630659878,-70.0675980855165
1,-163.021051576361,-85.8479325886661
10,9.25705969333649,-74.4207533541442
10,111.39246317558,-68.4046511759744
1,44.5942179020494,-81.7177744729881
1,135.919053805992,-80.2208912490344
100,-63.5964026022702,-85.6806833797582
100,-146.598380226642,-76.6758263965079
10,59.1882821917534,-75.5685851633184
100,1.83768415823579,-73.8094398856108
1,55.3652533236891,-67.9129188461683
1,130.529018165544,-75.453976226944
10,-140.532616171986,-86.1584735275681
10,-90.7015201169997,-89.6672549861111
1,152.384323999286,-72.3952468580318
100,62.6328098773956,-73.1243566243105
100,44.5842369832098,-71.6386608233084
10,103.770678425208,-79.7175256552817
1,116.186947831884,-68.8802221416081
1000,89.3681429699063,-68.8345223701872
100,-134.874393660575,-83.6008334084297
1,106.654217652977,-72.0924270358085
100,73.9461383409798,-74.9385189208821
1,148.710245406255,-75.1951445854976
1,96.5264556650072,-76.5175568779925
100,7.63568404130638,-70.5174011725396
1,-89.8493968974799,-80.3269075660472
1,36.4529250562191,-81.5472722023642
1000,-150.555663546547,-78.6998314029605
1,83.2959888037294,-72.9801822909753
1,57.9571753274649,-69.157094270211
100,82.0033068023622,-77.3757839782009
1,-78.2744202017784,-73.6573547450559
10,45.5131933372468,-73.2301536751374
1,-101.321748672053,-83.1258478087733
1,151.43185405992,-72.3812106227171
10,-122.534218691289,-78.1405282974065
10,84.4604835938662,-70.1334506733801
1000,-21.951838536188,-84.1461965601685
100,-88.6995227448642,-74.7087188170653
10,95.1674625836313,-70.8161195342659
1,8.24905411340296,-83.3228840463603
10,1.37752823531628,-75.2932681228652
1000,134.67484829016,-81.1061320387577
100,96.4365192689002,-76.9652790727726
1,44.5687560271472,-88.3016305861434
1,-85.8909165579826,-75.5027654232721
10,161.891883155331,-78.6925664384682
1000,-71.0057700611651,-82.5119896628133
10,67.5363202113658,-85.1783655841214
1000,87.66936019063,-68.2285333322994
1000,83.2677334081382,-69.3619582372402
10,71.319320211187,-77.2587036591221
1,86.1841509863734,-76.0054167072194
1,-137.113424967974,-74.7377680698016
10,47.7434350457042,-79.0564092186602
1,33.3858861029148,-70.094660271062
1,66.6311561409384,-69.7492762161255
1000,112.081710845232,-81.7251102719635
1,33.8184194639325,-80.5564782153499
10,-115.972376391292,-83.9651282678651
10,161.23171934858,-77.9470426881524
10,3.05871287360787,-74.1617390585276
10,116.896796878427,-70.7713712064177
10,72.9974241647869,-71.7277790203124
100,98.0404628254473,-67.7573064557687
10,21.4719458296895,-73.4092367876722
1,-146.579891843721,-80.6202197164335
1000,150.253387475386,-72.0020779607124
1000,-108.771713962778,-77.5171316187233
10,52.1635476127267,-75.1044146271257
10,150.531416712329,-76.3703517022834
10,-9.98751891776919,-79.7210067762481
1000,5.09932659566402,-75.5301012464322
1000,151.287310738117,-72.7762394079424
1000,-10.5974298622459,-78.600136994497
100,126.803810298443,-27.6735699177353
100,147.293840060011,-30.5579838774161
1,145.395796811208,-25.5895161198132
1,141.886188425124,-18.4701405118196
10,151.429489022121,-25.5186665347871
1000,138.081514919177,-23.8496670498797
1,135.928713614121,-34.337880478529
10,122.718841005117,-33.2430536568687
100,133.963486142457,-17.7071427088257
100,131.627871254459,-30.7152161606273
1,121.525660827756,-28.8672681106429
10,119.261833336204,-25.1026062661906
10,114.596211221069,-24.410944333906
1000,146.039138054475,-22.6433021654924
100,129.270490659401,-30.9567048020763
1,146.110308459029,-24.0200638949666
1,137.748783538118,-24.717546254986
100,149.030878683552,-22.5704966922235
1000,139.72384926863,-28.5156484596141
1000,136.504935007542,-18.1842002935046
100,145.068731177598,-19.1060390672858
1000,151.004821239039,-31.5989581377926
100,116.196919949725,-32.4456997488718
1,132.574353413656,-15.4522972029574
100,114.697014251724,-27.0654386060333
1000,133.446973487735,-29.1206196585934
100,144.269622070715,-32.0606153875762
1000,143.574296766892,-13.4592524293325
100,146.802979717031,-29.7433619869087
1000,126.399283893406,-29.968996933596
100,134.772904571146,-21.7766571850205
1000,142.767131812871,-21.0438961772784
100,139.976623915136,-36.3893233957834
1000,140.948889227584,-19.4430575685073
1000,148.657069103792,-32.7355649605177
1,148.044176129624,-21.3233069194613
1000,130.056999586523,-17.7738078059623
100,129.779632352293,-26.2446274071118
1,148.737557670102,-30.8433086054306
10,115.662354938686,-31.4353040474626
100,137.693016640842,-23.6209521953917
10,121.81230138056,-29.3939383310473
1,153.068313365802,-26.8382685231736
1000,146.43036740832,-37.8942250396069
1,130.427466547117,-17.2165009953964
10,138.940826710314,-34.7907318363683
1,124.68730523251,-27.7359696773101
1000,120.202667852864,-32.7041675101602
100,115.315546821803,-24.6599619228637
1000,133.99246674031,-20.9082456395521
100,137.942705573514,-34.6671324354744
100,119.95415288955,-21.0491335259377
100,119.790865536779,-24.687717968999
1,132.390822088346,-18.1630650605601
1,135.432785740122,-13.7803002216435
10,131.31020382978,-27.5778507508827
1,131.556032812223,-25.3556864177313
100,147.992316037416,-27.841202429045
1,133.955975705758,-28.3627632377473
1000,125.002133874223,-25.6083096168378
10,129.99943963252,-13.7412722496744
100,149.599336171523,-36.1788177092773
1000,132.533221822232,-20.7668520645292
10,124.743725918233,-18.9039265405486
10,124.985239561647,-18.5668883188432
1000,119.305891301483,-22.1699153597074
10,144.567430755123,-18.2278472380576
10,132.376237660646,-30.9637051389074
1,131.905831675977,-15.3954084569257
100,130.368656264618,-29.9882514238545
10,118.022214565426,-26.5627809116752
1,138.054009033367,-30.2857990478936
10,142.134984601289,-20.9237171490092
10,125.415392210707,-31.4825814690423
1000,120.580703001469,-23.7562069418476
10,147.133333906531,-38.1134692870743
100,141.651699738577,-36.1665683177863
1000,134.393512895331,-12.4223656563419
10,137.091682143509,-19.1453422875197
1,144.686346156523,-14.8694688378291
10,147.307937080041,-41.6041400282871
1,113.861316461116,-22.3299110440066
10,144.222369091585,-15.9195604577087
10,127.840255843475,-18.0483292649016
1,129.058949444443,-16.8590311047318
1000,126.294836830348,-25.6291100738775
10,143.785712840036,-35.8753318855997
100,138.07360609062,-29.4178606759881
100,117.705570822582,-31.1431032307981
1,142.600999893621,-19.9071869388834
10,142.782946787775,-26.8433426407957
1000,146.753805438057,-30.6057098950721
1,141.327737336978,-22.3757372115683
1,135.607357397676,-33.4319177656401
1000,116.341539546847,-21.8329536523874
100,131.343419970945,-26.2187457169627
1,134.338305993006,-29.4320765986333
10,137.265128865838,-16.9479385501684
1,128.865562593564,-31.3239184811352
1,115.870981765911,-33.4447681389016
100,122.893132790923,-18.8011604035236
100,135.219576107338,-21.5467840127816
100,132.531379228458,-22.5341711337484
100,140.73931097053,-17.8812836766046
1,148.226360315457,-31.2340751088622
10,142.281008418649,-11.7171547093724
100,129.089995762333,-27.9383457923985
10,129.107068860903,-29.3846732102445
10,115.792447440326,-31.8170737425854
10,126.962689021602,-22.9422427259744
100,115.230209659785,-26.3595474477499
1,115.453627612442,-29.6687654166005
1,144.975074138492,-37.8923020965728
10,142.359908865765,-17.9452932783302
10,135.434505622834,-31.2398706756209
100,137.465695487335,-20.4174546223006
1000,123.136954391375,-25.2771912989388
1,137.384063880891,-18.6986296735147
1,144.435426006094,-14.4675139248178
10,146.793761635199,-34.0220394335508
1,148.81622845307,-29.3090786843705
1,122.048963243142,-29.1040545189721
100,126.10077473335,-16.7767823772631
100,131.760944277048,-29.9935167194297
1000,141.31025981158,-37.9159260962107
100,144.042468974367,-19.8993483983614
100,139.151048362255,-33.7395807121638
1000,142.498108427972,-36.3320195496465
1000,138.103117430583,-20.5245669875588
1,122.287752265111,-21.5255596464028
1000,140.640298230574,-33.4075616975297
10,126.663259947672,-21.6050049504266
1000,136.343093197793,-30.3242118130767
100,149.706340720877,-26.9597093895842
1,113.664937773719,-23.6905818338511
100,143.83025075309,-15.4556971248216
100,148.947349665686,-24.2886820895404
100,128.190213795751,-23.8066060911671
10,134.515930842608,-32.0426299905507
1000,126.225762823597,-22.0711809354628
10,128.129460923374,-26.579604975522
100,128.341090232134,-29.6766405979599
1,135.049930745736,-17.5414721771697
100,136.579513410106,-31.7014262359536
10,125.206687096506,-31.9740873080502
100,131.721536088735,-14.571030386797
1,135.497907763347,-28.1529686230624
1,146.97104726918,-29.5728587575869
1,136.133502200246,-16.1583553942708
10,122.997444318607,-29.3149650649444
10,132.951023820788,-28.6474904980027
100,145.066256672144,-15.9329038092443
100,137.045892225578,-21.6515493878609
10,151.669671116397,-29.4823317188427
10,151.375305047259,-31.0678208384221
100,148.200443470851,-29.6046013607489
10,121.452125888318,-27.6252284021123
10,129.029047591612,-25.7520393330264
100,142.022013058886,-12.4303622162393
1,129.467615503818,-15.8021012092791
100,124.300698917359,-23.3174299594502
10,135.654654046521,-30.5060331101296
1,142.024727202952,-12.5137870772519
100,149.534654365852,-29.232845854926
100,133.635080745444,-23.8938538039296
100,13.3049782086164,47.3458911582343
1,15.1741695217788,47.2252941885099
10,48.3749155607074,39.5476426662492
1000,5.10669755749404,50.923386545847
1,1.7414350155741,7.07933448163291
1000,2.31110913679004,10.8296028305379
1000,1.53116256929934,10.6945008060629
1,-1.86913163401186,12.2796979795479
1,-4.92233843542635,10.5254884425979
1000,-0.172405270859599,13.2134973119036
10,-5.04017919301987,10.7712998604181
100,0.380407394841313,12.2887612306514
1000,-0.762830302119255,14.1709123730601
10,90.8284620288759,24.1636267368058
1,90.6930090487003,24.861794027067
1000,23.2424890156835,41.5058788794061
100,24.9981031101197,53.7187255852076
1,27.7236246038228,55.6236858634503
1000,26.9460914377123,55.5746877503181
10,27.4704843387008,55.685178218493
1,-88.5478936973959,16.69828909494
10,-88.7733310181648,16.9625032459023
10,-69.1259960923344,-15.5909510117973
10,-64.3039231561124,-21.6231314394941
10,-65.2691630925983,-21.1000788221583
1,-66.062664873898,-10.3251783619913
10,-63.4972458612174,-21.0558863138545
100,-69.0689605101943,-11.0917239574166
100,-64.4535189215094,-20.7362827675953
10,-62.4470285978168,-19.9748771162416
10,-61.428461400792,-16.2932164674927
10,-65.2295226417482,-17.462475266934
1,-67.3308203369379,-19.0345614153428
1,-65.7642298936844,-11.2242593359153
1,-64.1935023944825,-19.7646728651895
10,-62.402217015624,-18.1637270088946
1000,-61.4605946838856,-16.7539028313006
1000,-58.4871528390795,-18.3413555742815
1,-64.3011799268425,-14.6411494944249
1000,-67.7049200143665,-11.164330001453
1000,-64.3171407468617,-18.7071870125417
100,-64.4304873794317,-18.4638598654955
1,-63.5723461210728,-14.7797689843219
1000,-68.1840977445245,-18.1645341321218
10,-68.1255680881441,-20.5766760052309
1,-68.5749722085893,-16.7963993036985
100,-68.1529046595097,-20.7618698632949
1000,-58.0947501864284,-0.329572532140327
1,-64.6287035476416,-6.38100025380002
1000,-56.7930219322443,-0.0067134356392495
1,-49.8945401888341,-1.43561168823094
1000,-63.231397876516,-7.05965278032201
1000,-59.1676689963788,-14.5022407015603
1,-51.2648084387183,-6.14946889612848
1000,-59.7865979466587,-7.27033655530481
100,-54.4458260200918,-11.8808850567122
10,-57.4622798524797,-16.619460438265
10,-53.0733920540661,-19.125532470761
100,-51.5541221480817,-3.09906608382965
1,-57.3583424929529,-17.8413239668432
1,-59.2044010944664,-13.1116703607556
10,-60.08589617908,2.08492911017602
1,-60.1966543123126,-13.2153372205144
1,-43.0027662310749,-8.96679723094466
100,-41.687583681196,-16.2696135237049
10,-36.8156732060015,-6.19761264768868
1000,-68.4278410580009,-4.37065458671113
10,-50.9778690710664,-24.6406537795494
1000,-50.1106399856508,-9.13384530142107
1000,-63.9430757705122,-12.3874286839171
100,-52.3759630601853,-9.9125130947989
100,-47.0289147645235,-1.55497565468397
10,-44.6443233266473,-12.7400148010167
1000,-54.0693436190486,-24.8363651754425
10,-51.313253575936,-8.94549856918942
1,-55.0519770104438,-17.3833646827857
1000,-56.3660930469632,-17.9023878713748
1000,-53.8007712643594,-5.73890573980054
100,-61.017014477402,-4.83182813024141
1000,-55.5621284712106,-22.4364766028688
10,-62.4387878458947,-0.0210536050231015
10,-44.9210662767291,-1.55692148194556
100,-39.959968496114,-13.8066103570074
1000,-68.0715880449861,0.737642227321716
10,-63.8569081295282,-7.29418681903994
100,-54.3847221136093,-0.334757266458616
1,-51.4195661991835,-7.441920120642
10,-61.0374529100955,-5.58957843052338
1000,-53.1794326845556,0.682545234441446
1,-55.3555956948549,-0.27785691979298
1,-67.4857050832361,1.45373038887415
10,-56.1678736098111,-5.00456867146395
1000,-60.5052759032696,-8.13479163844158
1000,-62.2166723571718,-11.0728534180899
10,-47.7765050902963,-10.2921081101118
1,-41.4542108774185,-6.25726273926404
10,-59.9413862172514,1.47005200944665
10,-64.2770519480109,-5.0174187066452
10,-41.2285320740193,-15.9763038563844
1000,-59.3214031588286,-10.5207200942433
1000,-53.3949151542038,-10.2374109126684
1,-65.1461837254465,-6.66590287868536
100,-53.1031127739698,-0.330634590822186
100,-65.6427796371281,-7.01546891157506
100,-43.5382816661149,-11.5300901553806
1000,-37.4179749749601,-11.4732358037376
10,-43.3835703413934,-18.4847376491947
10,-54.5145705342293,-7.65435167904884
10,-67.8790142387152,0.787542701424891
1,-71.6708600800484,-5.65874231625547
100,-51.6696997079998,-31.2313063082708
1,-51.7061541136354,-1.12409000860861
1000,-35.9287515934557,-6.63905905671013
1000,-55.8561293408275,-1.06316250446197
1000,-49.7219885699451,-15.223183243731
10,-55.2950422279537,-17.9191143252159
1000,-54.2784805689007,-25.574469664023
10,-55.9846284426749,0.336814149217242
1000,-45.4165676794946,-4.96943098924682
1000,-58.3104065805674,-4.32034932880915
1000,-51.9665278773755,-15.0011222372313
1000,-49.3639339506626,-14.1256259462871
1000,-55.5937804654241,-30.0077963076805
100,-49.5603438187391,-3.92740808468279
10,-59.6918575465679,-4.33645383658242
10,-61.0011105705053,2.27783582164463
10,-55.5280439648777,-21.2484435211414
1,-47.2300481703132,-5.60060309332044
10,-69.5459794811904,-4.66165655418669
1,-39.4041520077735,-7.74044488903002
1,-45.1955038681626,-4.31521264167962
1000,-41.0196309909225,-8.73220921824239
1,-61.39080343768,-6.57376121688795
100,-60.098684784025,-4.71115928454888
100,-58.0333236604929,-8.82422640036969
1,-44.4929874781519,-5.27906532424578
100,-54.2747108917683,-12.298932396538
1000,-55.5140450969338,-4.22836876500494
1000,-59.3066542781889,-2.94269527608602
1,-50.4413215722889,-29.1925394306636
100,-49.4669591076672,-6.79709620706598
100,-49.2331277299672,-17.861225822782
1000,-48.2806020509452,-23.2306476956897
1,-55.3140300884843,-4.27299465649708
1000,-52.7591151930392,-27.3405537743493
100,-41.4684532396495,-11.0931428905881
1,-60.5014296155423,-3.66590995121385
10,-39.3899883516133,-16.0451805300773
1,-46.6861095093191,-17.8897739201027
100,-60.6212671939284,-1.13579373256582
1,-54.0118525642902,-24.1543083462984
10,-61.229026755318,-12.7120992914671
100,-52.2838487103581,-3.67251202902191
100,-48.0005174037069,-22.4250641072758
1000,-51.6343878395855,-18.8064030960624
10,-57.9187983646989,-12.173927504036
100,-43.6531310901046,-22.6999037070227
10,-51.3596334960312,-0.984059806061617
10,-48.2777295727283,-10.1993834596918
1000,-54.1207305528224,-17.8190579581971
100,-63.3640076313168,-8.43329183401696
1000,-41.2504893913865,-15.2739013139909
100,-48.2984534092247,-1.23799858615066
10,-63.8780871871859,-4.73161727237182
1,-44.0767233911902,-21.5398127520991
1,-46.8455744627863,-14.26344158061
100,-62.5009081419557,1.41448546207825
100,-42.7096598781645,-6.03824471079144
1000,-70.6937636900693,-6.75246606771023
100,-62.1409144531935,-3.38456328533233
100,-49.2139438167214,-7.9506716269625
1,-69.8035084269941,-4.4792284606934
10,-52.1275418065488,-11.5673202967225
10,-54.7376564797014,-16.9019937866887
100,-47.2301258705556,-10.2455226454939
1,-47.3880301974714,-22.8524544358975
1,-63.1229161843657,-9.93586756704624
100,-59.7311286069453,-10.4179743160383
10,-55.7740696705878,-14.5778923809908
100,-61.0789310093969,3.78008953191219
10,-51.0858120582998,-15.8425292249555
1000,-50.634038541466,-24.2127533105942
10,-50.8461942337453,-15.1342319265486
1,-50.0625235028565,-0.256322113089446
1,-52.5063283927739,-19.2399027610105
1,-46.0355579014868,-13.6406574247313
1000,-37.6129498612136,-9.09952867535423
1000,-58.7290659639984,-0.258496749873649
1,-64.8969236947596,-6.33682996625446
100,-48.7385661900043,-22.9233585880198
10,-60.4419220425189,4.00611546039953
1,-50.8922689687461,-0.239638285905687
10,-53.3118882961571,0.35030572295078
10,-37.7206971310079,-11.4346379784885
10,-60.193238267675,-2.41678529884634
100,-45.1142091304064,-14.801692326029
100,-35.1030883658677,-6.11491235293875
1000,-42.208761619404,-4.38328889143478
100,-53.0800850875676,-19.0113986484282
1,-39.9966534040868,-3.33016610127783
1,-49.6832516044378,-8.85761777113328
10,-51.08488753438,-10.930111251979
100,-62.3426267132163,-8.57388822663747
10,-43.2566829957068,-18.0404881691086
1000,-42.0172560866922,-3.1423238156515
100,-66.8449003715068,-9.39362904929549
1000,-48.1601283699274,-8.42278918835194
1,-47.2180961631238,-18.1000767291546
1000,-41.214833445847,-18.642509928005
1000,-46.3448151759803,-21.4103477421328
1000,-55.3541000280529,-29.7107175463097
1000,-55.5366225913167,-16.0254553860265
1000,-53.7729347962886,-1.15108658322405
10,-49.3169400561601,-24.4770591877874
